GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl basic DynamoDB setup,pl.wrzasq.commons.dynamodb.mapper,OffsetDateTimeMapper,0,10,0,0,0,3,0,3,0,3
WrzasqPl basic DynamoDB setup,pl.wrzasq.commons.dynamodb,DynamoDbMapperFactory,0,45,0,0,0,12,0,4,0,4
